Nama Kecamatan,NPSN,Nama Sekolah,Alamat,Desa/Kelurahan,Kecamatan/Kota (LN),Kab.-Kota/Negara (LN),Propinsi/Luar Negeri (LN),Status Sekolah,Bentuk Pendidikan,Jenjang Pendidikan,Lintang,Bujur
Cimenyan,70044435,MI INTEGRAL LUQMAN AL HAKIM,"Jalan R. Edang Suwanda 18a, Rt 01, Rw 04",PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-6.892274896,107.6514097
Cimenyan,60707750,MIS PASIRHONJE,Jl. Pasirhonje Rt. 5/13 Desa Padasuka,PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-6.8869,107.6519
Cimenyan,20278086,MTSS AL-MUKHTAR,Kp. Arcamanik Rt.03/04,MEKARMANIK,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-6.867,107.6951
Cimenyan,60727364,MTSS TAHFIZH AL-QURAN HIDAYATULLAH,Jl. R.endang Suwanda No. 18A Pasir Leutik,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-6.894571,107.681702
Cimenyan,69956397,Muadalah Baitul Hidayah,Bukit Panyandaan,MANDALAMEKAR,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-6.875049293,107.6782135
Cimenyan,20270830,SD CENDEKIA LEADERSHIP SCHOOL,Jl. Ligar Taqwa No. 2 Komp. Bukit Ligar,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-6.8739,107.6382
Cimenyan,69974948,SD equalBRIGHT,Jl. Legok Randu RT 01 RW 12,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-6.8582041,107.6359535
Cimenyan,20256631,SD ISLAM BAKTI ASIH,Jl. Padasuka Atas No.233,PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-6.8854,107.6618
Cimenyan,20227531,SD ISLAM IBNU SINA,Lembah Asri No 2 Komp Padasuka Bumi Asri,PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-6.8912,107.6544
Cimenyan,70014122,SD ISLAM RAKHMATULLAH,Komplek Geoasri Blok B No 32/35,SINDANGLAYA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-6.893725504,107.6869046
Cimenyan,20227514,SD PLUS BABUSSALAM,Jl. Ciburial Indah No. 2-6 Dago Atas Bandung,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-6.856938,107.643884
Cimenyan,70030360,SD TAZKIYA,Jl. Pasir impun atas RT.03 RW.06,CIKADUT,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-6.8894,107.6806
Cimenyan,20206175,SD YAYASAN ATIKAN SUNDA,Jl. R Edang Soewanda No.1,PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-6.8937,107.6507
Cimenyan,20206714,SDN ARCAMANIK 01,Kp. Arcamanik,MEKARMANIK,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8667,107.6953
Cimenyan,20206713,SDN ARCAMANIK 02,Jl. Arcamanik Atas,MEKARMANIK,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8668882,107.6942655
Cimenyan,20206712,SDN ARCAMANIK 03,Jl. Arcamanik Atas Rt.01/04,MEKARMANIK,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8677,107.6945
Cimenyan,20206711,SDN ARCAMANIK 04,Kp. Pamoyanan No.59,MEKARMANIK,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.854696,107.692241
Cimenyan,20206706,SDN BABAKAN CICAHEUM,Jl. Babakan Cicaheum,CIMENYAN,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.87746,107.66112
Cimenyan,20206876,SDN BOJONGKACOR 01,Jl. Parakan Panjang No.03,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8833,107.6332
Cimenyan,20206875,SDN BOJONGKACOR 02,Jl. Parakan Panjang No. 3 Rt 01 Rw 02,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8833,107.6333
Cimenyan,20206862,SDN BOJONGKACOR 03,Jl.parakan Panjang No.3,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8833,107.6333
Cimenyan,20206847,SDN BOJONGKIHIANG,Kp.bojongkihiang,CIMENYAN,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8731,107.6555
Cimenyan,20206845,SDN BOJONGKONENG 03,Jl. Bojongkoneng Atas Cimenyan,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8801,107.6498
Cimenyan,20208017,SDN CIBANTENG,Kp. Cibanteng,MANDALAMEKAR,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8666,107.67329
Cimenyan,20208014,SDN CIBENTAR,Jl.ters. Pasir Impun Kp. Cibentar,CIKADUT,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8836,107.6842
Cimenyan,20208006,SDN CIBEUNYING 02,Jl. Awiligar No. 90 Cimenyan,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8867216,107.6336369
Cimenyan,20208005,SDN CIBEUNYING 03,Jl. Awiligar No. 90 Cimenyan,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8867642,107.6335645
Cimenyan,20207990,SDN CIBEUNYING 04,Jl. Awiligar No.90,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8868228,107.6335672
Cimenyan,20207936,SDN CIBURIAL 01,Jl. Bojongkoneng Atas RT 01 Rw 03,MEKARSALUYU,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8627,107.6551
Cimenyan,20207934,SDN CIBURIAL 03,Jl. Ciburial Indah No. 26,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8572,107.6389
Cimenyan,20208172,SDN CICAYUR 02,Kp.cicayur,CIMENYAN,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8523,107.6669
Cimenyan,20208055,SDN CIKAWARI,Kp.cikawari No.54 A,MEKARMANIK,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8587,107.6848
Cimenyan,20207626,SDN CIMENYAN 01,Kp. Cimenyan Jl. Ters Padasuka,CIMENYAN,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8732,107.6648
Cimenyan,20205776,SDN KORDON 01,Jl. Bukit Pakar Timur,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8633,107.6281
Cimenyan,20205775,SDN KORDON 02,Jl. Bukit Pakar Timur,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.863192,107.6281974
Cimenyan,20205774,SDN KORDON 03,Jl. Bukit Pakar Timur 1,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8633,107.6278
Cimenyan,20205217,SDN MEKARJAYA,Mekarjaya,MEKARMANIK,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.864536,107.682992
Cimenyan,20205328,SDN PAKAR 01,Jl.bukit Pakar Timur,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8636,107.6281
Cimenyan,20205327,SDN PAKAR 02,Jl. Bukit Pakar Timur I,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8632,107.6282
Cimenyan,20205326,SDN PAKAR 03,Jl. Bukit Pakar Timur I,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.86327,107.62822
Cimenyan,20205385,SDN PANGGILINGAN 01,Jl.arcamanik No 59,SINDANGLAYA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8861,107.68764
Cimenyan,20205372,SDN PANGGILINGAN 02,Jl.arcamanik Atas Kp.bihbul Rt.02/02,SINDANGLAYA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8859,107.6874
Cimenyan,20205266,SDN PANYANDAAN 01,Jl. Panyandaan No.8,MANDALAMEKAR,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.88387,107.67044
Cimenyan,20205265,SDN PANYANDAAN 02,Kp Sinom no 08,MANDALAMEKAR,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8839,107.6705
Cimenyan,20205224,SDN PASANGGRAHAN 01,Jl. Pasanggrahan Cimenyan,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8418,107.6609
Cimenyan,20206364,SDN PASIRLAYUNG 01,Jl. Pasirlayung,PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8929,107.6567
Cimenyan,20206365,SDN PASIRLAYUNG 02,Jl. Pasirlayung,PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.89273,107.65683
Cimenyan,20206375,SDN PASIRLAYUNG 03,Jl.pasirlayung Atas,PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8929,107.6567
Cimenyan,20206371,SDN PASIRLUHUR,Kp. Pasirluhur Cimenyan,PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8871,107.6556
Cimenyan,20206545,SDN SEKEBALINGBING,Jl. Pasirimpun Atas Kp. Sekebalingbing,CIKADUT,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8805,107.6853
Cimenyan,20206446,SDN SUKAAKUR,Kp. Sukaakur Jl. Ligar Melati Dalam,MEKARSALUYU,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8715,107.63694
Cimenyan,20205945,SDN SUKARAHAYU,Jl. Sukarahayu,CIMENYAN,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.8741,107.6685
Cimenyan,20270260,Sekolah Dasar Bina Bangsa School Bandung,JL. SENTRA DAGO PAKAR RAYA BLOK F-1,MEKARSALUYU,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SPK SD,DIKDAS,-6.8696,107.6348
Cimenyan,20270261,Sekolah Menengah Pertama Bina Bangsa School Bandung,JL. SENTRA DAGO PAKAR BLOK F-1,MEKARSALUYU,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SPK SMP,DIKDAS,-6.8698,107.6347
Cimenyan,20252581,SMP AL MUKARRAMAH CIMENYAN,Jl. Pasirhonje 248,PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.877863,107.653098
Cimenyan,20251981,SMP BUSTANUL ULUM,"Komplek Taman Melati Blok A 5, Pasir Impun Bandung",CIKADUT,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8898,107.6782
Cimenyan,60726649,SMP CENDEKIA LEADERSHIP SCHOOL,Jl. Ligar Taqwa No. 2 Komp. Bukit Ligar,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8738,107.6381
Cimenyan,69984674,SMP EQUALBRIGHT,Jl. Legok Randu No 99,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8581963,107.6360676
Cimenyan,20258094,SMP IBNU SINA,Jl. Lembah Asri No.2 Rt.05 Rw.05,PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8918,107.6546
Cimenyan,69980296,SMP ISLAM BAKTI ASIH,Jl. Padasuka Atas No 233,PADASUKA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8851,107.6618
Cimenyan,69966006,SMP IT AL-GHOFAR,Kp. Cisanggarung  RT 02/11,CIKADUT,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8754,107.6849
Cimenyan,69972706,SMP IT YABIPA,JL. PASIR MALATI RT 02 RW 03,CIKADUT,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8857,107.676
Cimenyan,20259561,SMP NEGERI 4 CIMENYAN,Kp. Cibanteng Mandalamekar Cimenyan,MANDALAMEKAR,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-6.8665,107.6733
Cimenyan,20270719,SMP NUR KAUTSAR,Kp. pagersari RT 04/ RW 20 No. 20D,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8789,107.652
Cimenyan,20227726,SMP PGRI DAGO PAKAR,Jl. Bukit Pakar Timur I,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8634,107.6284
Cimenyan,20251982,SMP PGRI MEKAR MANIK,Jl. Arcamanik Sindanglaya RT02/16,MEKARMANIK,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8672,107.6946
Cimenyan,20227630,SMP PLUS AL KAUTSAR,JL. Arcamanik Sindanglaya Kp. Panggilingan No. 1-4,SINDANGLAYA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8912,107.6849
Cimenyan,69960418,SMP Plus Al-Ashr Al-Madani,Jl. Arcamanik Raya Bihbul No 48,SINDANGLAYA,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.8905,107.685
Cimenyan,20252483,SMP PLUS BABUSSALAM,Jl. Ciburial Indah Dago Atas Bandung,CIBURIAL,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.856048,107.644444
Cimenyan,20206041,SMPN 1 CIMENYAN,Jl. Terusan Padasuka No.83  Cimenyan,CIMENYAN,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-6.8806,107.6652
Cimenyan,20259549,SMPN 2 CIMENYAN,Jl. Ciharalang Atas Mekarsaluyu,MEKARSALUYU,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-6.8627,107.6562
Cimenyan,69965175,SMPN 3 CIMENYAN,Jl. Awiligar Raya RT 01 RW 11,CIBEUNYING,KEC. CIMENYAN,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-6.8813,107.6358
Rancabali,69956146,Al-Qodar,Kp. Sinapeul 04 / 12,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.1269,107.4207
Rancabali,60707839,MIS ALIF AL-ITTIFAQ,Kp. Ciburial,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.1293,107.4264
Rancabali,60707840,MIS SPERATA,JL. Sukaresmi No. 08,SUKARESMI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.1666,107.3402
Rancabali,20278177,MTSS ALIF AL-ITTIFAQ,Kp. Ciburial RT 03/10,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.1304,107.427
Rancabali,20278168,MTSS NURUL HUDA,Jl.Cigentur Rt.03/03,CIPELAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0263,107.7984
Rancabali,69983316,MTSS PPI 219 RANCABALI,KP. CITALAHAB,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.1209,107.4288
Rancabali,20206705,SDN BABAKANJAMPANG 1,Babakan Jampang RT. 02 RW. 17,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1218,107.4254
Rancabali,20206691,SDN BABAKANJAMPANG 2,Kp Babakanjampang,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1234,107.426
Rancabali,20206959,SDN BARUTUNGGUL 2,Kp Barutunggul,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1323,107.4209
Rancabali,20206958,SDN BARUTUNGGUL 3,Kp Barutunggul,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1324,107.4205
Rancabali,20206957,SDN BARUTUNGGUL 4,Kp Barutunggul,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1301,107.4198
Rancabali,20207977,SDN CAMPAKA,KP. CAMPAKA,CIPELAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1938,107.2953
Rancabali,20208035,SDN CIBADAK,Kp Cibadak,SUKARESMI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1941,107.363
Rancabali,20207929,SDN CIBUNI,Kp Cibuni,SUKARESMI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1914,107.333
Rancabali,20208227,SDN CIHIDEUNG,Kp Cihideung,CIPELAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.202,107.2815
Rancabali,20208121,SDN CIKIDANG,Kp Cikidang,SUKARESMI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1833,107.3468
Rancabali,20207475,SDN CIPANGANTEN,Kp. Cipanganten,PATENGAN,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1698,107.384
Rancabali,20207473,SDN CIPANGISIKAN,Kp.Cipangisikan,SUKARESMI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1839,107.3738
Rancabali,20207469,SDN CIPARAY,Kp Ciparay,INDRAGIRI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.125,107.3413
Rancabali,20207446,SDN CIPELAH 1,Kp Simpang,CIPELAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1894,107.2828
Rancabali,20207445,SDN CIPELAH 2,Kp Muara,CIPELAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1977,107.27
Rancabali,20207494,SDN CISABUK,Kp Cisabuk,CIPELAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1997,107.2618
Rancabali,20205536,SDN INDRAGIRI 1,Kp Indragiri,INDRAGIRI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1439,107.3408
Rancabali,20252935,SDN INDRAGIRI 2,Kp Indragiri,INDRAGIRI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.144828,107.3417248
Rancabali,20205430,SDN KANAAN,Kp Kanaan,INDRAGIRI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1447,107.3317
Rancabali,20205806,SDN LEGOKBEDO,Kp Legokbedo,CIPELAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1867,107.2875
Rancabali,20205251,SDN PANUNDAAN,Kp Cikareo RT. 05 RW. 26,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1177,107.4353
Rancabali,20206373,SDN PASIRLUHUR,Kp. Pasirluhur Rancabali,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1185,107.4257
Rancabali,20206348,SDN PATENGAN,Kp Pamager Saren,PATENGAN,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1565,107.3671
Rancabali,20227561,SDN RANCABALI,Jl Raya Rancabali,PATENGAN,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1519,107.3741
Rancabali,20206316,SDN RANCAWALINI,Rancawalini,PATENGAN,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1446,107.3867
Rancabali,20227566,SDN SINDANGRERET,Kp Sindangreret,PATENGAN,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1533,107.3757
Rancabali,20206596,SDN SINDUR 2,Kp. Cipanawa,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1287,107.4315
Rancabali,20206443,SDN SUKAATI,Kp Sukaati,CIPELAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1742,107.314
Rancabali,20206496,SDN SUKAMANAH,Kp. Sukamanah,SUKARESMI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1655,107.3265
Rancabali,20205946,SDN SUKARESMI,Kp Sukaresmi,SUKARESMI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1644,107.3261
Rancabali,20256286,SMP ASSALAAM,Kp. RANCAMULYA,SUKARESMI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.1647,107.3251
Rancabali,20227744,SMP PERKAPPEN SINUMBRA,PTP. Nusantara VIII Sinumbra,INDRAGIRI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.1448377,107.3416595
Rancabali,20227756,SMP SWADAYA KARYA CIBUNI,Jl. Cibadak - Cibuni - Ciwidey,SUKARESMI,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.1933,107.3633
Rancabali,20206110,SMPN 1 RANCABALI,Jl. Alamendah No.95,ALAMENDAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.1261,107.4221
Rancabali,20206102,SMPN 2 RANCABALI,Jl. Rancabali-ciwidey,PATENGAN,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.1531,107.3752
Rancabali,20256241,SMPN 3 RANCABALI,Jln. Pahlawan Kp. Legokkadu,CIPELAH,KEC. RANCABALI,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.1938,107.2742
Nagreg,60707808,MIS AL-HIDAYAH,JL. RAYA ANDIR KM.42 NO. 139,CIARO,KEC. NAGREG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0379,107.9199
Nagreg,60707809,MIS AL-MUNAWAROH,Kp. Cijolang RT. 02 RW. 08 No 50,CIARO,KEC. NAGREG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0261,107.5827
Nagreg,60707810,MIS FATHUL IHSAN,Kp. Tegallame,MANDALAWANGI,KEC. NAGREG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0364,107.9288
Nagreg,60707811,MIS TANWIRIYAH I,KP.CIBURIAL NO 69,CIHERANG,KEC. NAGREG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0421,107.9072
Nagreg,60707812,MIS TANWIRIYAH II,JL. RAYA ANDIR,MANDALAWANGI,KEC. NAGREG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0374,107.9199
Nagreg,20278144,MTSS AL-HIDAYAH CIARO,Kp. Ranca Rt.01 Rw.05,CIARO,KEC. NAGREG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0409,107.9238
Nagreg,60727373,MTSS FATIH BANDUNG,Kp. Tegalame Rt 04 Rw 07,CIARO,KEC. NAGREG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0374,107.9281
Nagreg,69886227,MTsS Harun Al-Rasyid,Kp. Gunung Leutik Rt 03 Rw 16,NAGREG,KEC. NAGREG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0224,107.8918
